disasterNumber,hmgpCloseoutStatus,hmgpReconciliationDate,lockedInCeilingAmount,obligatedTotalAmount,obligatedInitiativeAmount,obligatedPlanningAmount,obligatedRegularAmount,obligatedSMCAmount,obligatedGranteeAdmin,obligatedSubgranteeAdmin,hash,lastRefresh
953,Closed,1995-03-01T05:00:00.000Z,0,0,0,0,0,0,0,0,69c7941f97d7d0c7b13f0c86446d65eb,2019-10-10T19:40:45.051Z
1287,Closed,2006-08-01T04:00:00.000Z,5103854,3182052,0,0,3006999,84060,39900,51093,e1d87584bd3676574d307564ee01abd2,2019-10-10T19:40:44.573Z
4399,Open,,374482239,2659749,0,0,0,2659749,0,0,e9c69ff76cbbb6a5af0819d4b5add590,2019-11-04T11:58:03.249Z
846,Closed,2002-04-24T04:00:00.000Z,379274,126664,0,0,117500,0,3464,5700,6218f4ebed8008e2247eba38b730c622,2019-10-10T19:40:44.574Z
4083,Closed,2019-05-24T04:00:00.000Z,724874,755105.98,0,50741,673992.26,30372.72,0,0,41c20b6ffe24847e0e04826ea3b2b4d8,2019-10-10T19:40:44.946Z
857,Closed,2001-12-11T05:00:00.000Z,750805,796538,0,0,750805,0,16599,29134,c261a32aa93f220eea6b6d08a0931c80,2019-10-10T19:40:44.964Z
1731,Open,,42417425,38966384.26,2073383,2705036,30914829.32,2373840.5,234668.74,664626.7000000001,554b390e9c195e136647c1408b4dbe0f,2019-11-28T20:31:45.442Z
918,Closed,1999-11-10T05:00:00.000Z,160525,54590,0,0,50000,0,1590,3000,204003b1ae2b006a4d3da33133e06431,2019-10-10T19:40:44.726Z
1495,Closed,2006-09-08T04:00:00.000Z,445258,443191,1980,0,422042,341,5652,13176,601a7efc87f05b13d1f4351339715b4f,2019-10-10T19:40:45.062Z
1619,Closed,2013-06-13T04:00:00.000Z,288873,127399,0,0,127399,0,0,0,4af5561be5f27263b3afc24d26984a2e,2019-10-10T19:40:44.687Z
1515,Closed,2010-04-15T04:00:00.000Z,956981,633024,0,23548,567772,8785,12887,20032,4de087d3e9b6b7484058a2e4ea08d306,2019-10-10T19:40:44.679Z
1725,Closed,2012-09-24T04:00:00.000Z,103109,3954,0,1875,0,1945,59,75,e62e2cf19be7de86caa6163e987ecf6f,2019-10-10T19:40:44.696Z
962,Closed,1995-10-01T04:00:00.000Z,161915,173780,0,0,161915,0,4388,7477,11cd8da246a75c22b0960d7d9d5576f6,2019-10-10T19:40:45.004Z
4364,Open,,140717,82837.45,0,0,73350.75,9486.7,0,0,39c75316227c84f22b7157b2eb243071,2019-10-27T09:28:15.079Z
1712,Closed,2018-08-02T04:00:00.000Z,7832306,991359,363617,504405,1850,76256,19620,25611,d9f654515db4240fa941fb6473679107,2019-10-10T19:40:45.068Z
1649,Closed,2011-10-04T04:00:00.000Z,7297770,5503215,0,0,5379003,0,1,124211,d5b1cbec5c2f7f5e2686ebb222f79d2c,2019-10-10T19:40:45.016Z
1338,Closed,2005-03-31T05:00:00.000Z,42248,45256,0,0,42248,0,1318,1690,02987d8ab5aeafd4bdc06a563fc3d20b,2019-10-10T19:40:45.036Z
1794,Closed,2016-12-06T05:00:00.000Z,6056902,2894813,437335,193289,2186170,78019,0,0,fc080bfd9212a3574659c60c4582adca,2019-10-10T19:40:44.968Z
1710,Closed,2013-03-27T04:00:00.000Z,1883731,1857348,0,0,1736558,66536,8105,46149,a54d2b8c86205e74a5220e91b604fcaa,2019-10-10T19:40:44.698Z
1765,Closed,2012-11-06T05:00:00.000Z,78413,0,0,0,0,0,0,0,12661481a464e63ddb7e1fb2f1d30034,2019-10-10T19:40:44.929Z
4440,Open,,7123999,356199.95,0,0,0,356199.95,0,0,59b360133366b91bbfa5d52d49112c6e,2019-10-10T19:40:45.038Z
1215,Closed,2008-08-27T04:00:00.000Z,3952513,3619095,0,0,3407530,93661,46724,71180,ac98beab0696582445f8d86641208db8,2019-10-10T19:40:45.058Z
4423,Open,,307842,0,0,0,0,0,0,0,a2f966cb3130811cdb0ab3a346d15a3d,2019-12-23T20:32:23.502Z
1950,Closed,2017-10-16T04:00:00.000Z,71835,74844,3592,4776,62963,3513,0,0,4ecefc507de7ec40f96a349c43355293,2019-10-10T19:40:44.968Z
1267,Closed,2011-03-04T05:00:00.000Z,3229272,2167204,136179,0,1902759,45305,32654,50307,9554488f32aafc62cf13aef40734f1cb,2019-10-10T19:40:44.685Z
1490,Closed,2011-12-12T05:00:00.000Z,9175882,4706946,385651,320112,3630020,283843,11779,75541,42aab893328a307b3e471601da19a2ad,2019-10-10T19:40:45.013Z
1069,Closed,2006-12-13T05:00:00.000Z,20395992,20273232,2949657,0,16415789,395992,136683,375111,05cb59d520fee97cd3d6a3e57399f4fa,2019-10-10T19:40:44.706Z
4369,Open,,572747,0,0,0,0,0,0,0,72cab838c1318aa57a089eb5aa7d0188,2019-10-10T19:40:45.028Z
4332,Open,,820588928,249463740.33,5797302.6,6058540.5,223143164.23,14464733,0,0,de5913b1a0e054f8a08678cbbd4acdf2,2019-12-24T20:32:15.052Z
1809,Closed,2014-08-27T04:00:00.000Z,2950293,139569,0,138586,0,983,0,0,4174f4979d86c385eb0d55f5bab7960b,2019-10-10T19:40:44.928Z
4438,Open,,7039629,29333.25,15158.25,14175,0,0,0,0,0f54e6db03e559ea8f06ebe300021d44,2019-12-17T20:32:32.570Z
1348,Closed,2006-08-02T04:00:00.000Z,1371909,1154842,52418,0,923330,170340,5079,3675,84383ecafa53421d6fa4b4009e29ee5b,2019-10-10T19:40:44.675Z
1702,Closed,2012-12-26T05:00:00.000Z,2063385,2021318,56594,7500,1844177,21656,30690,60701,644ad231b6f5f494b6d467809ba613ff,2019-10-10T19:40:45.002Z
1133,Closed,2005-02-23T05:00:00.000Z,683307,719373,30347,0,576592,76368,15086,20980,fe983b9e627c34c4f732d9c3ee34c6c8,2019-10-10T19:40:44.939Z
1624,Closed,2015-09-10T04:00:00.000Z,3731248,1681560,149555,224138,1248013,3945,8170,47739,2f1180126566d54cb9afe92ff8731912,2019-10-10T19:40:44.690Z
4344,Open,,246289689,24915475.88,6398744,2748750.67,14970038.21,797943,0,0,bee205c734dd9f3a2cd9d00e75503113,2019-12-14T20:31:37.366Z
4346,Open,,4745358,2339482.25,151460.25,230437.5,1784719.5,172865,0,0,78818769f7e5795db61d82da6a55e3e2,2019-12-19T20:44:21.564Z
958,Closed,2000-09-29T04:00:00.000Z,48951,53435,0,0,48832,117,1556,2930,531c2b4f23a723c3f0de3adc4243c60f,2019-10-10T19:40:45.073Z
1943,Closed,2018-07-31T04:00:00.000Z,2715957,974818,0,0,842008,132810,0,0,70ea5236f0ba202eeade7ae8d8564060,2019-10-10T19:40:44.951Z
1805,Closed,2015-03-04T05:00:00.000Z,6507249,4713715,0,349780,4046635,317300,0,0,fb5abcf78d967f42b00906c391399b71,2019-10-10T19:40:44.980Z
1717,Closed,2014-11-20T05:00:00.000Z,10186020,4153948,206501,638311,3052069,107015,40548,109504,9233540e106686757200a278fe7996ba,2019-10-10T19:40:44.672Z
4398,Open,,1146385,0,0,0,0,0,0,0,eade10e4636d8c2852637857efbc443d,2019-10-25T09:24:52.740Z
4397,Open,,0,0,0,0,0,0,0,0,6c4703374917bbf0c9ba074a162a8aa8,2019-10-10T19:40:45.023Z
1620,Closed,2012-12-14T05:00:00.000Z,1596572,1607048,0,77373,1418409,40169,26405,44692,e93d5ae49fbc522b90f330664be381e5,2019-10-10T19:40:45.042Z
4368,Open,,4367691,5236082.52,77150,250000,4040538.75,582358.77,0,0,d36ef7e2da0e809feabb8c64248d8c50,2019-12-14T20:31:37.376Z
1741,Closed,2016-02-11T05:00:00.000Z,38553054,21234684,1611654,180647,19145027,297356,0,0,148fdf638e83a87391efb269b6e88a52,2019-10-10T19:40:44.668Z
1327,Closed,2005-10-21T04:00:00.000Z,437354,343409,0,0,331877,0,1700,9832,3cbcda4237292dc74d1a1e19493d0fdd,2019-10-10T19:40:44.578Z
919,Closed,2010-07-29T04:00:00.000Z,2746288,2893003,0,0,2740264,6024,39535,107180,66280387d9ff64453af2fb595cac4755,2019-10-10T19:40:44.671Z
4069,Closed,2018-04-12T04:00:00.000Z,6676851,5718652,292677,405031,4697491,323453,0,0,bb758b06122f3038fb95197c79b74f32,2019-10-10T19:40:45.005Z
1002,Closed,2002-07-24T04:00:00.000Z,0,0,0,0,0,0,0,0,540470aa27d7c6f25cb916d3a927a543,2019-10-10T19:40:44.689Z
1369,Closed,2009-09-30T04:00:00.000Z,3292556,3344251,164628,230479,2598949,227942,38176,84077,a69b7ecb28d5bff2caa4313440a4e3e5,2019-10-10T19:40:45.045Z
1601,Closed,2012-02-15T05:00:00.000Z,212718,200225,0,0,198641,0,0,1584,cdeab9d830e2b9687057dd701942d8db,2019-10-10T19:40:44.573Z
4052,Closed,2017-12-07T05:00:00.000Z,146617,146221,0,0,146221,0,0,0,86f919420b7b54b6c0114d45817c1fb0,2019-10-10T19:40:44.971Z
4104,Open,,238682,212590.30000000002,0,0,210040,2550.3,0,0,48a7739104607075f01f973711fbce25,2019-10-10T19:40:44.943Z
1908,Closed,2019-07-03T04:00:00.000Z,1139895,931412,89241,0,786430,55741,0,0,8714354b1e177e7401b451338caf5486,2019-10-10T19:40:45.063Z
1497,Closed,2005-02-08T05:00:00.000Z,82863,0,0,0,0,0,0,0,eb056c6c609a46a77d223272846739ad,2019-10-10T19:40:44.700Z
1808,Closed,2014-07-14T04:00:00.000Z,525150,319768,0,0,315830,3938,0,0,f7c9db193142738aaf57992abd023902,2019-10-10T19:40:45.046Z
1409,Closed,2006-09-26T04:00:00.000Z,946031,849287,77516,66001,662504,0,17633,25633,41e75388e32a347197520beb818314ba,2019-10-10T19:40:44.708Z
4424,Open,,6643231,0,0,0,0,0,0,0,593295f5480d0a36a19b439ee8f04ea9,2019-10-27T09:28:15.315Z
1051,Closed,2007-04-24T04:00:00.000Z,495353,509063,3375,0,476723,1179,10962,16824,76fb6d08e0bb8723a8c2f6567c5cf90d,2019-10-10T19:40:44.979Z
1637,Closed,2012-10-26T04:00:00.000Z,244990,127894,0,0,116200,4289,3134,4271,acb50d108e1d7315d8d47e66222c8e3f,2019-10-10T19:40:44.982Z
4407,Open,,238609426,1402983.18,0,1344288.18,0,58695,0,0,5463847086e9b25fe9855fc1efa1aca0,2019-12-18T20:32:11.722Z
1507,Closed,2008-09-30T04:00:00.000Z,875265,774857,0,0,625960,126464,10850,11583,299bfb0f97e6b50973595882b7a3a35c,2019-10-10T19:40:44.928Z
1417,Closed,2010-04-13T04:00:00.000Z,212845,218629,0,0,175642,32676,4627,5684,a10c9885e0ee98f64947ac4fa625423d,2019-10-10T19:40:44.703Z
4070,Closed,2018-02-23T05:00:00.000Z,1485313,670441,74261,103957,453740,38483,0,0,7e8ace7f816ee329920f00223922f840,2019-10-10T19:40:45.067Z
1351,Closed,2005-07-18T04:00:00.000Z,98184,98588,4909,0,90593,0,2975,111,5edb412f9e6bfce68680f2c5cb489a6a,2019-10-10T19:40:44.703Z
4354,Open,,1099566,53769,0,0,0,53769,0,0,92e99e3177a516a2cf1183b791b0ba60,2019-10-10T19:40:44.695Z
4361,Open,,5442015,45352,0,0,0,45352,0,0,70f2cf40d89fdfa0c4a07ed8cc20e79e,2019-10-10T19:40:45.009Z
1570,Closed,2009-04-22T04:00:00.000Z,222579,165776,9000,0,149890,0,3541,3345,7b84db6f37a179a1cf4a7caf08984ee2,2019-10-10T19:40:44.727Z
4429,Open,,5252771,62118,0,0,0,62118,0,0,becbcd22489b1871a133d9ffdac87ded,2019-10-29T19:56:41.562Z
4358,Open,,7775136,489974.75,0,300362.25,155587.5,34025,0,0,22ed467336a7f8161318154f5f573cb9,2019-12-18T20:32:11.656Z
4392,Open,,748633,738881.03,49958,0,591101.65,97821.38,0,0,4b554ca1debc6cad64357da8907b162e,2019-11-15T20:52:41.579Z
1751,Closed,2016-08-17T04:00:00.000Z,7634699,7267526,0,188219,7045166,34141,0,0,ec63614cb3cf2334381b7cdb15a1fa76,2019-10-10T19:40:44.690Z
1672,Closed,2014-11-07T05:00:00.000Z,1326303,1340672,0,39679,1259811,0,4320,36862,3a9554b2c1beab3a365782cdb4f12228,2019-10-10T19:40:45.046Z
855,Closed,1999-07-23T04:00:00.000Z,2668032,2792331,0,0,2638032,30000,38538,85761,887a0470a2ea21c871e96c27a27367ae,2019-10-10T19:40:44.971Z
4029,Open,,13698306,13830553.2,439144.81,155572.29,12565989.1,669847,0,0,853a68a4141d8bfc75c850f6150fadfb,2019-12-21T20:32:03.754Z
4077,Closed,2018-01-23T05:00:00.000Z,3353199,3299351,28495,125029,2981856,163971,0,0,db62ac954d4cddc7974786809b0d5e53,2019-10-10T19:40:44.699Z
1399,Closed,2008-11-19T05:00:00.000Z,539918,484316,4496,37184,418395,0,10477,13764,1416d369aacfa7bd3b68bff7559de7f3,2019-10-10T19:40:44.574Z
4086,Open,,310472445,310938623.9,20571857.84,2948766,272235897.06,15182103,0,0,598c739f529bdee1cfccd1cfcf5583be,2019-12-18T20:32:11.818Z
4054,Closed,2017-07-06T04:00:00.000Z,204099,182646,0,0,172666,9980,0,0,81c0c06c25bfeb76c76a6838ed33f9f3,2019-10-10T19:40:45.031Z
4068,Open,,15604764,15775161.15,165085,716172,14130831.15,763073,0,0,77f76ccfce3b753ab7caa0b7ab26f03c,2019-10-10T19:40:44.994Z
885,Closed,1994-09-01T04:00:00.000Z,0,0,0,0,0,0,0,0,82200bbc8d434d8e56fccc74d589005d,2019-10-10T19:40:45.073Z
1408,Closed,2010-08-02T04:00:00.000Z,1264683,1252681,0,50701,1098880,48885,22810,31405,45a48175d93577c9a23ae472cd14444c,2019-10-10T19:40:44.695Z
1308,Closed,2006-03-24T05:00:00.000Z,127400,136145,0,0,127400,0,3650,5095,06f3fe8409597c3a4932942511f3fc39,2019-10-10T19:40:44.573Z
1406,Closed,2006-08-11T04:00:00.000Z,1353051,1149793,0,94164,1010867,0,19579,25183,ae6837d41f08d1e917df10b88d2c98ce,2019-10-10T19:40:44.941Z
941,Closed,1995-10-25T04:00:00.000Z,311708,311708,0,0,291938,0,7092,12678,770bd86476deed07211147f645e3c9c5,2019-10-10T19:40:45.060Z
1806,Closed,2018-09-25T04:00:00.000Z,4405268,3947586.15,311426,0,3420752.15,215408,0,0,769a6f84ebe49b58a55ba60f1ff97906,2019-10-10T19:40:45.018Z
1761,Closed,2015-12-16T05:00:00.000Z,2689716,1775988,65037,141820,1437604,131527,0,0,256ce6a1f68f4cd029f0ae4d1b77dff3,2019-10-10T19:40:44.954Z
4383,Open,,1965462,82200.25,0,58172.25,0,24028,0,0,3d44447b8dc0c34bc1a64c7ea0d46d74,2019-12-13T20:31:35.248Z
1764,Closed,2015-03-23T04:00:00.000Z,848117,295657,72450,37500,156458,29249,0,0,1fcfe3a828d53d13bc3ef90f90ac7f65,2019-10-10T19:40:44.952Z
1492,Closed,2006-07-24T04:00:00.000Z,5629348,5339719,281467,65815,4704707,108549,60936,118245,ad731089d08b6023d6a0693c71833c2b,2019-10-10T19:40:44.692Z
1804,Closed,2016-01-29T05:00:00.000Z,380400,311362,0,0,308250,3112,0,0,1ada1cd5b719d4ce29ff5ee84c4262f3,2019-10-10T19:40:44.952Z
1792,Open,,54014258,49408219.98,3757323,0,43009599.98,2641297,0,0,558d070111ec4612c637a26ab78731f8,2019-11-16T20:32:48.705Z
1257,Closed,2011-05-05T04:00:00.000Z,19497771,18906913,0,0,18395498,80460,129061,301894,39bbfe8c7ea316c302c4db8c425cea47,2019-10-10T19:40:44.597Z
1448,Closed,2012-09-25T04:00:00.000Z,11493470,6401348,454236,458246,4608724,732005,25293,122844,5702e349fa952bcb3a957faaaffc7775,2019-10-10T19:40:44.717Z
1274,Closed,2006-09-19T04:00:00.000Z,769161,778869,76916,0,584993,80460,15850,20650,a9c700d074d86daae258d2feb0e9815e,2019-10-10T19:40:44.917Z
1522,Closed,2010-04-16T04:00:00.000Z,2402081,2008314,0,0,1953025,0,29852,25437,5791ad1b034b6b8f88d5f7d873cdde15,2019-10-10T19:40:45.015Z
4443,Open,,496922,0,0,0,0,0,0,0,5323e1518a30c8c41e308acbbcc61016,2019-12-20T20:32:17.932Z
1714,Closed,2012-06-28T04:00:00.000Z,348078,27051,16261,9750,0,0,0,1040,f5a7c5fbe3129834b68eefb11c965323,2019-10-10T19:40:44.667Z
1711,Closed,2013-08-06T04:00:00.000Z,12188943,1038831,0,148752,889216,0,863,0,95cf99dd7cb3da29d37f70c64ccd19af,2019-10-10T19:40:44.670Z
1752,Closed,2011-06-22T04:00:00.000Z,445061,1247,0,0,0,1247,0,0,94cd4be23de1c5d5d112f164d3fc975a,2019-10-10T19:40:45.078Z
1043,Closed,2002-03-18T05:00:00.000Z,445383,434224,8733,0,404400,0,9495,11596,890bc0a720fcea9d1a23179e6d42c3b4,2019-10-10T19:40:44.700Z
1036,Closed,1998-09-30T04:00:00.000Z,363685,382602,0,0,343685,20000,8482,10435,91530261a3bce8ebdc8aa76cd202b0bf,2019-10-10T19:40:44.697Z
926,Closed,1999-03-02T05:00:00.000Z,234902,246720,0,0,230902,0,5118,10700,9996fead9077f4e80f2ead26c34e76f6,2019-10-10T19:40:44.710Z
1295,Closed,2004-02-13T05:00:00.000Z,10345765,9436261,0,0,9264754,14360,0,157147,f8c932d9b05d0164a7fba856eb7bee2a,2019-10-10T19:40:45.059Z
4395,Open,,3222514,0,0,0,0,0,0,0,d8912ba19003435385f830a6a2d33fd1,2019-10-25T09:24:52.772Z
1249,Closed,2009-10-19T04:00:00.000Z,15291469,15005046,1539158,0,11737478,1302035,110473,315902,aeb1949e9e87505f0da6d0e499952f4e,2019-10-10T19:40:44.980Z
4365,Open,,3130827,27221,0,0,0,27221,0,0,8eb67975fa101c05fdbae5dde743c92e,2019-10-10T19:40:45.073Z
1758,Closed,2014-11-17T05:00:00.000Z,786895,587931,0,32250,551919,3762,0,0,0c7320c836672afaaa9b720ba9f6baec,2019-10-10T19:40:44.993Z
4071,Open,,2146962,1736368,0,109356,1627012,0,0,0,c265df5e2aaa5306a3fd50663e87d035,2019-10-10T19:40:44.964Z
4072,Open,,3047194,2222598,136306,163140,1783341,139811,0,0,9fbe55a0d489d61e6e6e9cbfdb24c7ec,2019-10-10T19:40:44.982Z
1416,Closed,2012-04-10T04:00:00.000Z,2797158,2119922,137813,182167,1747979,0,6833,45130,cb5a0ef934582b833a6f25dd617bb0a5,2019-10-10T19:40:44.697Z
1090,Closed,2002-02-06T05:00:00.000Z,0,0,0,0,0,0,0,0,ecef6895c00037680d746eaa3e627282,2019-10-10T19:40:45.061Z
1538,Closed,2011-06-16T04:00:00.000Z,763315,741434,0,0,720025,0,15828,5581,de7237e96ff40ec7a30ac17153e6bc1a,2019-10-10T19:40:44.711Z
1733,Closed,2017-09-18T04:00:00.000Z,14642391,15310499,383737,1006088,13252562,668112,0,0,1b4befbbd708e35b3d6470b3ca0c241a,2019-10-10T19:40:44.988Z
1489,Closed,2004-09-25T04:00:00.000Z,61693,59829,0,0,55852,0,1743,2234,1ec6c5e7b7adb4946d8618ca0c3407cd,2019-10-10T19:40:44.942Z
976,Closed,2001-02-15T05:00:00.000Z,111504,120768,4332,0,98364,8808,3348,5916,730e0405242205e5cc2a2378b9a24181,2019-10-10T19:40:45.077Z
1749,Closed,2015-05-13T04:00:00.000Z,8122022,7387525,0,136235,7227824,23466,0,0,cfaac3b885cc3230e9f45f893b3b1f32,2019-10-10T19:40:45.006Z
1727,Closed,2014-03-12T04:00:00.000Z,1219393,1200284,56569,73718,954455,79046,7404,29092,0b7d1b4c4d15e7f23eb2fa74763c9caa,2019-10-10T19:40:44.706Z
1704,Closed,2015-09-30T04:00:00.000Z,86280,31532,0,0,29437,0,918,1177,1538a84590eba4668764c559a8211984,2019-10-10T19:40:45.069Z
1035,Closed,2004-04-23T04:00:00.000Z,4151648,4175022,179610,0,3297915,550415,52228,94854,5cc3c9885a296644df74314619286790,2019-10-10T19:40:44.703Z
1720,Closed,2012-08-07T04:00:00.000Z,6630799,4523515,0,0,4092372,387737,1225,42181,23773cdf4afbf98b576c7139dda97244,2019-10-10T19:40:44.667Z
4380,Open,,438023,1777.25,0,0,0,1777.25,0,0,a3b7b47a9ce909c352cda3194b7c56d3,2019-10-10T19:40:45.046Z
1344,Closed,2009-03-10T04:00:00.000Z,3024696,1922332,0,0,1345469,512111,22412,42340,33e739c0da71ac742e5d737336ce7965,2019-10-10T19:40:44.726Z
1707,Closed,2015-09-16T04:00:00.000Z,1092204,231527,40220,76425,75149,27154,4988,7591,7218607b400466b751e7e07fa4b57d0e,2019-10-10T19:40:44.690Z
1056,Closed,2002-12-30T05:00:00.000Z,684329,129530,0,0,121763,0,3520,4247,c6b4e4df92c1917d4860000d90525ea1,2019-10-10T19:40:45.062Z
1735,Closed,2018-07-31T04:00:00.000Z,19097335,9834760,796672,733185,7849666,455237,0,0,0046fbb605a616ce801684ea5c9b36c3,2019-10-10T19:40:44.923Z
1075,Closed,2001-03-28T05:00:00.000Z,1140053,1200974,0,0,1136701,3352,22782,38139,7aade4e22524fabed5454711d338951f,2019-10-10T19:40:45.008Z
4088,Closed,2017-12-21T05:00:00.000Z,257830,246920,12892,0,221420,12608,0,0,b23c0b11bd7f7b7e657874863bedfa77,2019-10-10T19:40:45.074Z
4341,Open,,577816,114808,0,0,108750,6058,0,0,7ebb7716e7fe2d592a13f1263c259b8c,2019-10-10T19:40:45.032Z
856,Closed,2003-08-21T04:00:00.000Z,451939,352454,22597,0,300441,0,9224,20192,f4a67aa56d70f19cc3ce7cd66feb4142,2019-10-10T19:40:44.989Z
4372,Open,,6051557,523356,0,422310,0,93546,0,0,907e3a104eb8bc5fafcafd361ac156a7,2019-12-21T20:32:03.663Z
1742,Closed,2014-07-09T04:00:00.000Z,195638,111712,0,0,109124,2588,0,0,5abfee20518269ca65f22105baf7174f,2019-10-10T19:40:45.067Z
1393,Closed,2010-08-02T04:00:00.000Z,2765757,1575675,0,94117,912782,523703,20777,24296,fe24b5c7e811c9c8b5131c063adf2b47,2019-10-10T19:40:44.727Z
949,Open,,0,0,0,0,0,0,0,0,0bdae7a4123bb12eb2574f8b25b01838,2019-10-10T19:40:44.706Z
4415,Open,,1234915,28219,0,0,0,28219,0,0,ae22644a168e5cd277843ecf1eab2253,2019-10-10T19:40:45.027Z
1316,Closed,2005-12-22T05:00:00.000Z,1611813,1583458,0,70480,1428092,17067,22927,44892,3cd8a57db9041f63529f6113520a2f96,2019-10-10T19:40:44.721Z
4390,Open,,3241946,29920,0,0,0,29920,0,0,6f0ca904d928a6c234a58828a15e00c3,2019-10-10T19:40:44.680Z
4393,Open,,210657026,19407154.41,0,0,18643042.5,764111.91,0,0,f0a52a5b9351e0675508341c6ff7b54c,2019-10-10T19:40:44.692Z
4370,Open,,470096,0,0,0,0,0,0,0,621c4f4ba0af70882e6ee83b1c41ff49,2019-12-13T20:31:35.246Z
955,Closed,2006-12-13T05:00:00.000Z,24370305,20079433,4761299,0,14488281,348471,136621,344761,3361d282b8b30cb6c48b85300839920a,2019-10-10T19:40:44.992Z
4056,Open,,5895536,5503213,149184,328885,4736852,288292,0,0,b861410aba0e1e32d92ed36581b95774,2019-10-10T19:40:44.957Z
1521,Closed,2008-07-02T04:00:00.000Z,445270,0,0,0,0,0,0,0,7378adc282cb3096e9a01eff41833611,2019-10-10T19:40:45.026Z
4133,Closed,2018-09-26T04:00:00.000Z,23772,21114.86,0,0,21114.86,0,0,0,05a7322f9d8aa59b1ee9d27c05f77826,2019-10-10T19:40:44.725Z
4385,Open,,2418535,0,0,0,0,0,0,0,446153805b592edb82817749e81f88ad,2019-10-10T19:40:45.053Z
1746,Closed,2015-06-02T04:00:00.000Z,2381625,2271823,219227,0,2012281,40315,0,0,9e7caf4ab47ac3f85b27122345004934,2019-10-10T19:40:45.033Z
1080,Closed,1996-01-11T05:00:00.000Z,0,0,0,0,0,0,0,0,3997f8e53b74af32052061d66df63b0c,2019-10-10T19:40:44.959Z
4099,Closed,2018-04-10T04:00:00.000Z,1888100,1641227,89250,120976,1338673,92328,0,0,d0fa169b6af88a7a793314f0c84c8a07,2019-10-10T19:40:44.922Z
1732,Closed,2015-04-30T04:00:00.000Z,863944,802654,0,44887,723661,34106,0,0,4eb8e400b35b598ad315eef198445ce6,2019-10-10T19:40:45.034Z
4445,Open,,269695,52125,0,0,52125,0,0,0,a38c2e62c37ee41d2ece08fd94d1f43f,2019-10-10T19:40:44.918Z
1357,Closed,2006-03-21T05:00:00.000Z,478699,351225,0,0,333491,0,7841,9893,899f36b7061c266d879fe2ac5bd21118,2019-10-10T19:40:44.725Z
4436,Open,,89403,0,0,0,0,0,0,0,e925784b66d27e10579e9ed65e72304a,2019-10-10T19:40:45.049Z
1787,Closed,2016-04-27T04:00:00.000Z,567995,555038,0,0,553823,1215,0,0,8413eddb9374da075af1957118b02444,2019-10-10T19:40:45.014Z
4331,Open,,2697208,1371774,0,0,1371774,0,0,0,e846d176d17caf9e536e952a2d55dc47,2019-10-19T15:57:34.627Z
4112,Closed,2017-04-03T04:00:00.000Z,191716,140026,0,0,130772,9254,0,0,f21ce9b3fc13ad2d3cda0359423edbb9,2019-10-10T19:40:44.916Z
1748,Closed,2011-09-05T04:00:00.000Z,1537313,0,0,0,0,0,0,0,c433aa35b3a1c0407347ec1e2ae18ccf,2019-10-10T19:40:45.076Z
4075,Closed,2018-10-30T04:00:00.000Z,1808413,1646935.54,0,96120,1457768.54,93047,0,0,b747515d02622702d9cd6dd433f36cbe,2019-10-10T19:40:45.015Z
1302,Closed,2008-04-30T04:00:00.000Z,477906,107462,23895,0,78958,0,1470,3139,bff4fa6c926c53abbca31bf3774bd1cb,2019-10-10T19:40:44.725Z
1503,Closed,2006-10-02T04:00:00.000Z,81346,37700,0,0,37700,0,0,0,4f12e6c16dd35f10ceece744906f5fe8,2019-10-10T19:40:45.030Z
1776,Closed,2014-10-27T04:00:00.000Z,6294825,5908173,275783,46391,5518749,67250,0,0,0be8161a868b1e9e0eada6c066ea5caa,2019-10-10T19:40:45.007Z
1771,Closed,2017-10-31T04:00:00.000Z,10929736,6066205,0,601643,5464562,0,0,0,8fb55434fc5474429b1afcd154460f03,2019-10-10T19:40:45.048Z
4420,Open,,50550015,805009.5,0,198075,0,606934.5,0,0,943f5ce05766ceabee99a3dea6dbdccf,2019-12-24T20:32:15.369Z
4446,Open,,112370,0,0,0,0,0,0,0,f39111a563312369320bfe68b0d7ec0e,2019-12-18T20:32:11.782Z
1290,Closed,2005-04-28T04:00:00.000Z,186432,200782,0,0,186432,0,8378,5972,91ac3c0f77375d8d08b10dd6e5bdb6a9,2019-10-10T19:40:44.687Z
4091,Open,,5179598,4683410.75,109303,101400,4219425.75,253282,0,0,0b173b5e918981cf76cb07f5bbfea6e4,2019-10-10T19:40:45.049Z
1579,Closed,2011-10-31T04:00:00.000Z,5661699,2183102,0,0,2180964,0,2138,0,da44ec9d50de1e5e71e8b2a3966d9ab7,2019-10-10T19:40:45.001Z
4430,Open,,83505,0,0,0,0,0,0,0,7f72903c4ba5d8ea353aa39af294bd1f,2019-12-11T20:32:29.743Z
4381,Open,,3742816,61498,0,61498,0,0,0,0,4392976951781bbe830587c87abe36c6,2019-10-10T19:40:44.684Z
4363,Open,,2589351,0,0,0,0,0,0,0,7c59d8999b5ec15492d924986de1712f,2019-10-10T19:40:44.702Z
1713,Closed,2013-10-22T04:00:00.000Z,376376,345661,12086,19756,294857,6327,2117,10518,b0b7b12b2c2b7a21353bc7f5b18e6a76,2019-10-10T19:40:44.919Z
4384,Open,,0,0,0,0,0,0,0,0,374d4f857a4b75f88f440359ab4b3be5,2019-10-10T19:40:45.048Z
